state,district,block,village,lgd_code
Madhya Pradesh,Dhar,Dhar,Khirad,474919
Madhya Pradesh,Dhar,Gandhwani,Khod,475294
Madhya Pradesh,Dhar,Manawar,Khodimoli,475761
Madhya Pradesh,Dhar,Gandhwani,Khojakuwa,475298
Madhya Pradesh,Dhar,Dharampuri,Khokariya,930609
Madhya Pradesh,Dhar,Dharampuri,Khujawa,948861
Madhya Pradesh,Dhar,Manawar,Khumanpura,475643
Madhya Pradesh,Dhar,Sardarpur,Khuntpala,474583
Madhya Pradesh,Dhar,Pithampur,Kidiya,475053
Madhya Pradesh,Dhar,Dahi,Kikarwas,475594
Madhya Pradesh,Dhar,Sardarpur,Kiloli,474551
Madhya Pradesh,Dhar,Dhar,Kiloli,474976
Madhya Pradesh,Dhar,Badnawar,Kisanpura,474468
Madhya Pradesh,Dhar,Pithampur,Kishankhodra,475057
Madhya Pradesh,Dhar,Manawar,Kishanpur Khedi,475710
Madhya Pradesh,Dhar,Badnawar,Kod,474464
Madhya Pradesh,Dhar,Kukshi,Kodada,475349
Madhya Pradesh,Dhar,Gandhwani,Kodi,475244
Madhya Pradesh,Dhar,Dhar,Kokaljhiri,474867
Madhya Pradesh,Dhar,Gandhwani,Kokri,475245
Madhya Pradesh,Dhar,Kukshi,Kolgaon,475498
Madhya Pradesh,Dhar,Gandhwani,Kolyabari,475247
Madhya Pradesh,Dhar,Kukshi,Konda,475469
Madhya Pradesh,Dhar,Manawar,Koriya,475735
Madhya Pradesh,Dhar,Gandhwani,Kosdana,475303
Madhya Pradesh,Dhar,Manawar,Koswada,475650
Madhya Pradesh,Dhar,Gandhwani,Kota,475253
Madhya Pradesh,Dhar,Dahi,Kotba,475545
Madhya Pradesh,Dhar,Manawar,Kothada,475799
Madhya Pradesh,Dhar,Kukshi,Kothada,475505
Madhya Pradesh,Dhar,Sardarpur,Kothada Khurd,474599
Madhya Pradesh,Dhar,Dhar,Kothda,475062
Madhya Pradesh,Dhar,Dharampuri,Kothida,475837
Madhya Pradesh,Dhar,Pithampur,Kothi Sodpur,475111
Madhya Pradesh,Dhar,Sardarpur,Kothoda Kalan,474596
Madhya Pradesh,Dhar,Kukshi,Kukshi,951449
Madhya Pradesh,Dhar,Sardarpur,Kuldipada,930612
Madhya Pradesh,Dhar,Pithampur,Kumar Karadiya,474986
Madhya Pradesh,Dhar,Sardarpur,Kumarpat,474706
Madhya Pradesh,Dhar,Sardarpur,Kumarundi,930573
Madhya Pradesh,Dhar,Badnawar,Kumedi,474467
Madhya Pradesh,Dhar,Dharampuri,Kunda,475848
Madhya Pradesh,Dhar,Pithampur,Kunda,475035
Madhya Pradesh,Dhar,Pithampur,Kundali,475084
Madhya Pradesh,Dhar,Kukshi,Kundara,475443
Madhya Pradesh,Dhar,Dhar,Kundarsi,474811
Madhya Pradesh,Dhar,Manawar,Kundi,475647
Madhya Pradesh,Dhar,Dhar,Kundi,474884
Madhya Pradesh,Dhar,Gandhwani,Kundi,475331
Madhya Pradesh,Dhar,Dhar,Kundiya,475068
Madhya Pradesh,Dhar,Gandhwani,Kundiya,475184
Madhya Pradesh,Dhar,Dhar,Kundla,474907
Madhya Pradesh,Dhar,Pithampur,Kunjrod,475031
Madhya Pradesh,Dhar,Pithampur,Kunwarsi,475004
Madhya Pradesh,Dhar,Gandhwani,Kuradada,475249
Madhya Pradesh,Dhar,Manawar,Kuradakhal,475627
Madhya Pradesh,Dhar,Pithampur,Kuradiya,475127
Madhya Pradesh,Dhar,Kukshi,Kurd Digpura,475452
Madhya Pradesh,Dhar,Kukshi,Kurdujeta,475409
Madhya Pradesh,Dhar,Badnawar,Kusawada,474529
Madhya Pradesh,Dhar,Sardarpur,Kushalpura,474634
Madhya Pradesh,Dhar,Dharampuri,Kusumla,475818
Madhya Pradesh,Dhar,Kukshi,Kutedi,475426
Madhya Pradesh,Dhar,Kukshi,Kutedi,475376
Madhya Pradesh,Dhar,Dhar,Kuwa,475072
Madhya Pradesh,Dhar,Manawar,Kuwad,475723
Madhya Pradesh,Dhar,Manawar,Kuwali,475704
Madhya Pradesh,Dhar,Sardarpur,Labariya,474573
Madhya Pradesh,Dhar,Dhar,Labrawada,474772
Madhya Pradesh,Dhar,Manawar,Lakhankot,475629
Madhya Pradesh,Dhar,Sardarpur,Lakkadkhai,474665
Madhya Pradesh,Dhar,Dharampuri,Lalbagh,930610
Madhya Pradesh,Dhar,Gandhwani,Lalgad,475320
Madhya Pradesh,Dhar,Dharampuri,Lalgarh,475836
Madhya Pradesh,Dhar,Sardarpur,Lalpura,474635
Madhya Pradesh,Dhar,Manawar,Langur,475662
Madhya Pradesh,Dhar,Dharampuri,Lasangaon,475904
Madhya Pradesh,Dhar,Dhar,Lasudiya,474769
Madhya Pradesh,Dhar,Dhar,Latamali,475073
Madhya Pradesh,Dhar,Manawar,Lawani,475764
Madhya Pradesh,Dhar,Dhar,Lebad,474971
Madhya Pradesh,Dhar,Gandhwani,Ledgaon,475237
Madhya Pradesh,Dhar,Sardarpur,Ledgaon,474619
Madhya Pradesh,Dhar,Kukshi,Lengsari,475428
Madhya Pradesh,Dhar,Badnawar,Lili Khedi,474427
Madhya Pradesh,Dhar,Manawar,Limbi,475684
Madhya Pradesh,Dhar,Kukshi,Lingawa,475519
Madhya Pradesh,Dhar,Pithampur,Lobhanpura,475047
Madhya Pradesh,Dhar,Dharampuri,Lodhipura,475843
Madhya Pradesh,Dhar,Manawar,Lodirajpura,475681
Madhya Pradesh,Dhar,Kukshi,Lohara,475437
Madhya Pradesh,Dhar,Kukshi,Lohari,475494
Madhya Pradesh,Dhar,Dharampuri,Lohari,475856
Madhya Pradesh,Dhar,Dhar,Lohari Bujurg,474809
Madhya Pradesh,Dhar,Dhar,Lohari Khurd,474736
Madhya Pradesh,Dhar,Kukshi,Loni,475481
Madhya Pradesh,Dhar,Manawar,Loni,475679
Madhya Pradesh,Dhar,Gandhwani,Luharpura,475204
Madhya Pradesh,Dhar,Kukshi,Lunara,475421
Madhya Pradesh,Dhar,Pithampur,Lunhera,475036
Madhya Pradesh,Dhar,Manawar,Lunherabujurga,475616
Madhya Pradesh,Dhar,Dharampuri,Lunhera Khurd,475888
Madhya Pradesh,Dhar,Manawar,Lunhera Sadak,475787
Madhya Pradesh,Dhar,Dhar,Machakda,474808
Madhya Pradesh,Dhar,Sardarpur,Machhaliya,474629
Madhya Pradesh,Dhar,Badnawar,Machhamagri,474433
Madhya Pradesh,Dhar,Gandhwani,Machhlai,475213
Madhya Pradesh,Dhar,Dhar,Mada,474870
Madhya Pradesh,Dhar,Gandhwani,Madankot,475217
Madhya Pradesh,Dhar,Badnawar,Madhavgarh,930583
Madhya Pradesh,Dhar,Pithampur,Madhopur,474999
Madhya Pradesh,Dhar,Manawar,Madiyapura,475762
Madhya Pradesh,Dhar,Dhar,Mafipura,474834
Madhya Pradesh,Dhar,Kukshi,Magadi,475353
Madhya Pradesh,Dhar,Dhar,Magajpura,961696
Madhya Pradesh,Dhar,Pithampur,Magajpura,474951
Madhya Pradesh,Dhar,Kukshi,Magarda,475427
Madhya Pradesh,Dhar,Kukshi,Mahakalpura,475405
Madhya Pradesh,Dhar,Manawar,Mahapura,475800
Madhya Pradesh,Dhar,Sardarpur,Mahapura,474626
Madhya Pradesh,Dhar,Pithampur,Maharaj Khedi,475020
Madhya Pradesh,Dhar,Kukshi,Maheshra,475387
Madhya Pradesh,Dhar,Dahi,Makadwani,475583
Madhya Pradesh,Dhar,Badnawar,Makani,474527
Madhya Pradesh,Dhar,Badnawar,Makka Khedi,474503
Madhya Pradesh,Dhar,Badnawar,Makundpura,474410
Madhya Pradesh,Dhar,Manawar,Malangaon,475696
Madhya Pradesh,Dhar,Manawar,Malbihar,475758
Madhya Pradesh,Dhar,Dhar,Malgaon,474768
Madhya Pradesh,Dhar,Gandhwani,Malgarh,475207
Madhya Pradesh,Dhar,Gandhwani,Malhera,475301
Madhya Pradesh,Dhar,Pithampur,Malipura,475107
Madhya Pradesh,Dhar,Dhar,Maliwada,948857
Madhya Pradesh,Dhar,Dahi,Malpura,475564
Madhya Pradesh,Dhar,Manawar,Malpura,475742
Madhya Pradesh,Dhar,Kukshi,Malwada,475528
Madhya Pradesh,Dhar,Kukshi,Malwadi,475472
Madhya Pradesh,Dhar,Badnawar,Manasa,474526
Madhya Pradesh,Dhar,Sardarpur,Manasya,474677
Madhya Pradesh,Dhar,Pithampur,Manasya,475049
Madhya Pradesh,Dhar,Manawar,Manawar,951443
Madhya Pradesh,Dhar,Pithampur,Mandav,951450
Madhya Pradesh,Dhar,Manawar,Mandawada,475743
Madhya Pradesh,Dhar,Pithampur,Mandlawada,948863
Madhya Pradesh,Dhar,Dhar,Mandli,474875
Madhya Pradesh,Dhar,Manawar,Mandwi,475652
Madhya Pradesh,Dhar,Sardarpur,Mangarh,474659
Madhya Pradesh,Dhar,Dharampuri,Mangbaida,930603
Madhya Pradesh,Dhar,Badnawar,Manglya,474406
Madhya Pradesh,Dhar,Sardarpur,Mangod,474725
Madhya Pradesh,Dhar,Pithampur,Mangrol,475010
Madhya Pradesh,Dhar,Badnawar,Manpura,937999
Madhya Pradesh,Dhar,Manawar,Mardana,475688
Madhya Pradesh,Dhar,Sardarpur,Marol,474732
Madhya Pradesh,Dhar,Badnawar,Masaniya,474519
Madhya Pradesh,Dhar,Kukshi,Masanya,475517
Madhya Pradesh,Dhar,Sardarpur,Masarpada,930590
Madhya Pradesh,Dhar,Dharampuri,Masidpura,475819
Madhya Pradesh,Dhar,Dharampuri,Matabpur(Koymbad),475806
Madhya Pradesh,Dhar,Dhar,Matlabpura,948852
Madhya Pradesh,Dhar,Sardarpur,Maulana,474591
Madhya Pradesh,Dhar,Dhar,Maulani,474798
Madhya Pradesh,Dhar,Badnawar,Mausar,474494
Madhya Pradesh,Dhar,Gandhwani,Mawad,475219
Madhya Pradesh,Dhar,Pithampur,Mawdipura,475112
Madhya Pradesh,Dhar,Dhar,Mawdipura,474865
Madhya Pradesh,Dhar,Dhar,Mawdipura,474912
Madhya Pradesh,Dhar,Pithampur,Mawdipura,475151
Madhya Pradesh,Dhar,Badnawar,Maya Khedi,474388
Madhya Pradesh,Dhar,Dhar,Meenakhedi,474890
Madhya Pradesh,Dhar,Pithampur,Meghapura,475055
Madhya Pradesh,Dhar,Pithampur,Mehadikhedi,475115
Madhya Pradesh,Dhar,Badnawar,Mehatpura,474539
Madhya Pradesh,Dhar,Sardarpur,Mehgaon,474698
Madhya Pradesh,Dhar,Dharampuri,Mehgaon,475811
Madhya Pradesh,Dhar,Manawar,Mehtakhedi,475644
Madhya Pradesh,Dhar,Dhar,Mejal,475063
Madhya Pradesh,Dhar,Dhar,Memdiya,475070
Madhya Pradesh,Dhar,Dhar,Menhadi Khedi,474819
Madhya Pradesh,Dhar,Kukshi,Merti,475413
Madhya Pradesh,Dhar,Pithampur,Mewasjamniya,475150
Madhya Pradesh,Dhar,Sardarpur,Minda,474714
