state,district,block,village,lgd_code
Gujarat,Valsad,Dharampur,Samarsingi,523397
Gujarat,Valsad,Umbergaon,Sanjan (Ct),523682
Gujarat,Valsad,Dharampur,Santvankal,523419
Gujarat,Valsad,Umbergaon,Sarai,523652
Gujarat,Valsad,Pardi,Saran,523465
Gujarat,Valsad,Valsad,Sarangpur,523272
Gujarat,Valsad,Umbergaon,Sarigam (Ct),523679
Gujarat,Valsad,Pardi,Sarodhi,523464
Gujarat,Valsad,Valsad,Sarodhi,523250
Gujarat,Valsad,Valsad,Saron,523255
Gujarat,Valsad,Umbergaon,Saronda,523659
Gujarat,Valsad,Kaprada,Sarvartati,523592
Gujarat,Valsad,Valsad,Segva,523260
Gujarat,Valsad,Valsad,Segvi (Part),523280
Gujarat,Valsad,Kaprada,Shahuda,523600
Gujarat,Valsad,Valsad,Shanker Talav,523243
Gujarat,Valsad,Dharampur,Sidumber,523355
Gujarat,Valsad,Kaprada,Sildha,523581
Gujarat,Valsad,Dharampur,Singarmal,523422
Gujarat,Valsad,Kaprada,Singartati,523591
Gujarat,Valsad,Dharampur,Sisumal,523359
Gujarat,Valsad,Umbergaon,Solsumba (Ct),523684
Gujarat,Valsad,Dharampur,Sondar,523398
Gujarat,Valsad,Pardi,Sondhalwada,523434
Gujarat,Valsad,Valsad,Sonwada,523245
Gujarat,Valsad,Pardi,Sonwada,523454
Gujarat,Valsad,Kaprada,Sukalbari,523584
Gujarat,Valsad,Kaprada,Sukhala,523517
Gujarat,Valsad,Pardi,Sukhesh,523439
Gujarat,Valsad,Pardi,Sukhlav,523441
Gujarat,Valsad,Kaprada,Suliya,523635
Gujarat,Valsad,Valsad,Surwada,523279
Gujarat,Valsad,Kaprada,Sutharpada,523574
Gujarat,Valsad,Umbergaon,Tadgam,523651
Gujarat,Valsad,Umbergaon,Talwada,523661
Gujarat,Valsad,Dharampur,Tamachhadi,523412
Gujarat,Valsad,Dharampur,Tanachhiya,523339
Gujarat,Valsad,Dharampur,Tanki,523382
Gujarat,Valsad,Vapi,Tarakpardi,523466
Gujarat,Valsad,Pardi,Tarmaliya,523462
Gujarat,Valsad,Umbergaon,Tembhi,523673
Gujarat,Valsad,Kaprada,Teri Chikhli,523614
Gujarat,Valsad,Valsad,Thakkarwada,523274
Gujarat,Valsad,Pardi,Tighara,523471
Gujarat,Valsad,Valsad,Tighara,523246
Gujarat,Valsad,Kaprada,Tiskari Jungle,523612
Gujarat,Valsad,Dharampur,Tiskari Talat,523351
Gujarat,Valsad,Valsad,Tithal (Og),523322
Gujarat,Valsad,Dharampur,Titu Khadak,523391
Gujarat,Valsad,Kaprada,Titumal,523632
Gujarat,Valsad,Kaprada,Tokarpada,523531
Gujarat,Valsad,Kaprada,Tukvada,523628
Gujarat,Valsad,Pardi,Tukwada,523483
Gujarat,Valsad,Umbergaon,Tumb,523670
Gujarat,Valsad,Dharampur,Tumbi,523383
Gujarat,Valsad,Dharampur,Tutarkhed,523418
Gujarat,Valsad,Pardi,Udwada,523447
Gujarat,Valsad,Dharampur,Ukta,523378
Gujarat,Valsad,Dharampur,Ulaspendi,523395
Gujarat,Valsad,Kaprada,Umarpada,523625
Gujarat,Valsad,Valsad,Umarsadi,523242
Gujarat,Valsad,Pardi,Umarsadi,523431
Gujarat,Valsad,Umbergaon,Umergam,930307
Gujarat,Valsad,Kaprada,Umli,523603
Gujarat,Valsad,Valsad,Untdi,523229
Gujarat,Valsad,Dharampur,Upalpada,523375
Gujarat,Valsad,Kaprada,Vaddha,523563
Gujarat,Valsad,Kaprada,Vadi,523613
Gujarat,Valsad,Kaprada,Vadkhambha,523509
Gujarat,Valsad,Kaprada,Vadoli,523598
Gujarat,Valsad,Kaprada,Vadset,523594
Gujarat,Valsad,Valsad,Vaghaldhara,523233
Gujarat,Valsad,Dharampur,Vaghval,523394
Gujarat,Valsad,Kaprada,Vajvad,523520
Gujarat,Valsad,Valsad,Valandi,523304
Gujarat,Valsad,Valsad,Valsad (Og),523319
Gujarat,Valsad,Kaprada,Valveri,523595
Gujarat,Valsad,Umbergaon,Valwada,523646
Gujarat,Valsad,Dharampur,Vanjhalat,523414
Gujarat,Valsad,Vapi,Vankachh,523492
Gujarat,Valsad,Valsad,Vankal,523305
Gujarat,Valsad,Umbergaon,Vankas,523666
Gujarat,Valsad,Dharampur,Vankhas,523368
Gujarat,Valsad,Dharampur,Vansda Jungle,523427
Gujarat,Valsad,Vapi,Vapi,930310
Gujarat,Valsad,Pardi,Varai,523455
Gujarat,Valsad,Kaprada,Varna,523566
Gujarat,Valsad,Kaprada,Varoli Jungle,523611
Gujarat,Valsad,Kaprada,Varoli Talat,523540
Gujarat,Valsad,Kaprada,Varvath,523570
Gujarat,Valsad,Valsad,Vasan,523232
Gujarat,Valsad,Valsad,Vashiyar (Og),523323
Gujarat,Valsad,Vapi,Vatar,523467
Gujarat,Valsad,Dharampur,Vathoda,523373
Gujarat,Valsad,Kaprada,Vavar,523553
Gujarat,Valsad,Valsad,Vejalpore,523264
Gujarat,Valsad,Pardi,Velparva,523442
Gujarat,Valsad,Valsad,Velvach,523311
Gujarat,Valsad,Kaprada,Veri Bhavada,523527
Gujarat,Valsad,Kaprada,Viraxet,523597
Gujarat,Valsad,Dharampur,Virval,523326
Gujarat,Valsad,Dharampur,Zariya,523380
Gujarat,Valsad,Umbergaon,Zaroli,523663
